REGIAO:;SE;;;
13/03/2026;1600 UTC;0;23,8;73
13/03/2026;1700 UTC;0;22,6;82
13/03/2026;1800 UTC;0;22,7;79
13/03/2026;1900 UTC;0;22,9;81
13/03/2026;2000 UTC;0;22,2;73
13/03/2026;2100 UTC;0;21,1;80
13/03/2026;2200 UTC;0;19,8;88
13/03/2026;2300 UTC;0;19,1;91
14/03/2026;0000 UTC;0;18,8;94
14/03/2026;0100 UTC;0;18,2;95
14/03/2026;0200 UTC;0;18;96
14/03/2026;0300 UTC;0;18;97
14/03/2026;0400 UTC;0;17,8;97
14/03/2026;0500 UTC;0;17,2;97
14/03/2026;0600 UTC;0;17;97
14/03/2026;0700 UTC;0;17;97
14/03/2026;0800 UTC;0;17,3;98
14/03/2026;0900 UTC;0;17,1;98
14/03/2026;1000 UTC;,2;17,1;98
14/03/2026;1100 UTC;0;17,8;98
14/03/2026;1200 UTC;0;20,3;93
14/03/2026;1300 UTC;0;22,6;75
14/03/2026;1400 UTC;0;24,2;61
14/03/2026;1500 UTC;0;25,6;52
14/03/2026;1600 UTC;0;26,1;53
14/03/2026;1700 UTC;0;26,9;56
14/03/2026;1800 UTC;0;25,7;69
14/03/2026;1900 UTC;0;24,8;74
14/03/2026;2000 UTC;0;23,1;81
14/03/2026;2100 UTC;0;21,5;87
14/03/2026;2200 UTC;0;20,5;91
14/03/2026;2300 UTC;0;19,7;94
15/03/2026;0000 UTC;0;19,6;96
15/03/2026;0100 UTC;0;19,5;96
15/03/2026;0200 UTC;0;19,7;96
15/03/2026;0300 UTC;0;20;91
15/03/2026;0400 UTC;0;20,3;88
15/03/2026;0500 UTC;0;19,6;89
15/03/2026;0600 UTC;0;19,1;92
15/03/2026;0700 UTC;0;19,4;92
15/03/2026;0800 UTC;0;19;94
15/03/2026;0900 UTC;0;18,6;94
15/03/2026;1000 UTC;0;19,7;93
15/03/2026;1100 UTC;0;21,3;85
15/03/2026;1200 UTC;0;23,6;71
15/03/2026;1300 UTC;0;26,3;65
15/03/2026;1400 UTC;0;27,9;54
15/03/2026;1500 UTC;0;29,4;49
15/03/2026;1600 UTC;0;27,9;54
15/03/2026;1700 UTC;0;26;66
15/03/2026;1800 UTC;,2;22,2;85
15/03/2026;1900 UTC;0;23,8;81
15/03/2026;2000 UTC;0;24,8;71
15/03/2026;2100 UTC;0;24,1;83
15/03/2026;2200 UTC;0;22,4;89
15/03/2026;2300 UTC;0;22,2;81
16/03/2026;0000 UTC;0;22,1;82
16/03/2026;0100 UTC;0;21,7;85
16/03/2026;0200 UTC;0;20,6;92
16/03/2026;0300 UTC;0;21,2;85
16/03/2026;0400 UTC;0;20,3;90
16/03/2026;0500 UTC;0;20,7;86
16/03/2026;0600 UTC;0;20,1;87
16/03/2026;0700 UTC;0;19,2;91
16/03/2026;0800 UTC;0;19,3;95
16/03/2026;0900 UTC;,2;18,7;96
16/03/2026;1000 UTC;0;20,1;95
16/03/2026;1100 UTC;0;23,2;75
16/03/2026;1200 UTC;0;24,6;70
16/03/2026;1300 UTC;0;27,7;58
16/03/2026;1400 UTC;0;28,7;43
16/03/2026;1500 UTC;0;28,9;44
16/03/2026;1600 UTC;0;29,3;48
16/03/2026;1700 UTC;0;28,9;51
16/03/2026;1800 UTC;0;28,2;60
16/03/2026;1900 UTC;0;26,7;62
16/03/2026;2000 UTC;0;24,4;77
16/03/2026;2100 UTC;0;22,7;84
16/03/2026;2200 UTC;0;21,9;88
16/03/2026;2300 UTC;0;21,2;89
17/03/2026;0000 UTC;0;20,8;89
17/03/2026;0100 UTC;0;20,1;92
17/03/2026;0200 UTC;0;19,5;95
17/03/2026;0300 UTC;0;19;96
17/03/2026;0400 UTC;0;19;96
17/03/2026;0500 UTC;0;18,5;97
17/03/2026;0600 UTC;0;18,6;97
17/03/2026;0700 UTC;,2;17,9;96
17/03/2026;0800 UTC;0;17,6;96
17/03/2026;0900 UTC;0;17,8;96
17/03/2026;1000 UTC;0;19,1;96
17/03/2026;1100 UTC;0;22,3;77
17/03/2026;1200 UTC;0;24,3;68
17/03/2026;1300 UTC;0;25,7;60
17/03/2026;1400 UTC;0;27,2;52
17/03/2026;1500 UTC;0;28;57
17/03/2026;1600 UTC;0;27,6;65
17/03/2026;1700 UTC;0;26,7;70
17/03/2026;1800 UTC;0;24,5;77
17/03/2026;1900 UTC;0;22,8;85
17/03/2026;2000 UTC;0;22,4;87
17/03/2026;2100 UTC;0;21,8;86
17/03/2026;2200 UTC;0;21,3;85
17/03/2026;2300 UTC;0;20,7;87
18/03/2026;0000 UTC;0;20,1;91
18/03/2026;0100 UTC;0;19,7;94
18/03/2026;0200 UTC;0;19,6;94
18/03/2026;0300 UTC;0;19,3;95
18/03/2026;0400 UTC;0;19,5;95
18/03/2026;0500 UTC;0;19,1;96
18/03/2026;0600 UTC;0;19;96
18/03/2026;0700 UTC;0;18,9;97
18/03/2026;0800 UTC;0;18,9;97
18/03/2026;0900 UTC;0;18,4;97
18/03/2026;1000 UTC;0;19,3;97
18/03/2026;1100 UTC;0;20,4;92
18/03/2026;1200 UTC;0;22,3;83
18/03/2026;1300 UTC;,2;24,9;76
18/03/2026;1400 UTC;0;25,7;73
18/03/2026;1500 UTC;0;26,3;71
18/03/2026;1600 UTC;0;26,3;74
18/03/2026;1700 UTC;0;26,4;74
18/03/2026;1800 UTC;0;24,7;80
18/03/2026;1900 UTC;0;23,6;85
18/03/2026;2000 UTC;0;21,7;93
18/03/2026;2100 UTC;0;21,1;94
18/03/2026;2200 UTC;0;21,2;93
18/03/2026;2300 UTC;0;20,9;94
19/03/2026;0000 UTC;0;21,1;92
19/03/2026;0100 UTC;0;20,7;89
19/03/2026;0200 UTC;0;20,5;89
19/03/2026;0300 UTC;0;20,3;91
19/03/2026;0400 UTC;0;20,6;91
19/03/2026;0500 UTC;0;20,9;88
19/03/2026;0600 UTC;0;21;88
19/03/2026;0700 UTC;0;20,9;89
19/03/2026;0800 UTC;0;20,9;89
19/03/2026;0900 UTC;0;20,8;92
19/03/2026;1000 UTC;,2;21;94
19/03/2026;1100 UTC;,6;21,7;96
19/03/2026;1200 UTC;0;22,9;90
19/03/2026;1300 UTC;0;23,9;84
19/03/2026;1400 UTC;0;25,2;76
19/03/2026;1500 UTC;1,4;23,9;81
19/03/2026;1600 UTC;,4;23,6;91
19/03/2026;1700 UTC;12,2;21,1;96
19/03/2026;1800 UTC;22,2;20,3;97
19/03/2026;1900 UTC;9,2;19,9;97
19/03/2026;2000 UTC;1,6;20,6;96
19/03/2026;2100 UTC;0;20,4;95
19/03/2026;2200 UTC;0;20,1;96
19/03/2026;2300 UTC;0;19,8;96
20/03/2026;0000 UTC;0;19,5;96
20/03/2026;0100 UTC;0;19,6;95
20/03/2026;0200 UTC;0;19,1;94
20/03/2026;0300 UTC;0;19,4;94
20/03/2026;0400 UTC;0;19,5;91
20/03/2026;0500 UTC;0;19,5;91
20/03/2026;0600 UTC;0;19,2;91
20/03/2026;0700 UTC;0;18,7;93
20/03/2026;0800 UTC;0;18,1;94
20/03/2026;0900 UTC;0;18;96
20/03/2026;1000 UTC;0;18,9;92
20/03/2026;1100 UTC;0;20,2;86
20/03/2026;1200 UTC;0;21,8;80
20/03/2026;1300 UTC;0;22,1;80
20/03/2026;1400 UTC;0;23;76
20/03/2026;1500 UTC;0;24;72
20/03/2026;1600 UTC;0;23,3;72
20/03/2026;1700 UTC;,2;23,6;73
20/03/2026;1800 UTC;0;23,5;75
20/03/2026;1900 UTC;0;23,5;74
20/03/2026;2000 UTC;0;22,4;76
20/03/2026;2100 UTC;0;21,3;82
20/03/2026;2200 UTC;0;20,6;87
20/03/2026;2300 UTC;0;20,3;90
21/03/2026;0000 UTC;0;19,9;91
21/03/2026;0100 UTC;0;19,3;92
21/03/2026;0200 UTC;0;19,1;94
21/03/2026;0300 UTC;0;19,3;93
21/03/2026;0400 UTC;0;19,3;95
21/03/2026;0500 UTC;0;18,9;95
21/03/2026;0600 UTC;0;18,8;96
21/03/2026;0700 UTC;0;18,3;96
21/03/2026;0800 UTC;0;18,3;97
21/03/2026;0900 UTC;0;18,4;97
21/03/2026;1000 UTC;0;19,1;97
21/03/2026;1100 UTC;0;19,9;95
21/03/2026;1200 UTC;0;22,8;79
21/03/2026;1300 UTC;0;24,5;68
21/03/2026;1400 UTC;0;26;63
21/03/2026;1500 UTC;0;27,4;61
21/03/2026;1600 UTC;0;26,6;59
21/03/2026;1700 UTC;0;26,6;69
21/03/2026;1800 UTC;0;25,4;75
21/03/2026;1900 UTC;0;24,1;79
21/03/2026;2000 UTC;0;22,9;82
21/03/2026;2100 UTC;0;22;84
21/03/2026;2200 UTC;0;21,3;88
21/03/2026;2300 UTC;0;20,8;90
22/03/2026;0000 UTC;0;20,5;89
22/03/2026;0100 UTC;0;19,8;92
22/03/2026;0200 UTC;0;19,1;95
22/03/2026;0300 UTC;0;19,3;95
22/03/2026;0400 UTC;0;19,5;93
22/03/2026;0500 UTC;0;19,3;94
22/03/2026;0600 UTC;0;19,1;96
22/03/2026;0700 UTC;0;18,1;96
22/03/2026;0800 UTC;,2;17,9;97
22/03/2026;0900 UTC;0;17,7;97
22/03/2026;1000 UTC;0;18,2;97
22/03/2026;1100 UTC;0;19,3;97
22/03/2026;1200 UTC;0;20,7;93
22/03/2026;1300 UTC;0;21,9;84
22/03/2026;1400 UTC;0;25,6;63
22/03/2026;1500 UTC;0;26,3;56
22/03/2026;1600 UTC;0;27,8;47
22/03/2026;1700 UTC;0;27,3;52
22/03/2026;1800 UTC;0;27,8;58
22/03/2026;1900 UTC;0;26,7;66
22/03/2026;2000 UTC;0;25;66
22/03/2026;2100 UTC;0;23;76
22/03/2026;2200 UTC;0;22,1;81
22/03/2026;2300 UTC;0;21,7;79
23/03/2026;0000 UTC;0;21,1;84
23/03/2026;0100 UTC;0;20,9;87
23/03/2026;0200 UTC;0;20,6;87
23/03/2026;0300 UTC;0;20,5;88
23/03/2026;0400 UTC;0;20,5;85
23/03/2026;0500 UTC;0;19,9;83
23/03/2026;0600 UTC;0;19,2;91
23/03/2026;0700 UTC;0;19,4;94
23/03/2026;0800 UTC;0;19;94
23/03/2026;0900 UTC;0;19,1;94
23/03/2026;1000 UTC;0;20;87
23/03/2026;1100 UTC;0;21,6;70
23/03/2026;1200 UTC;0;22,9;65
23/03/2026;1300 UTC;0;24,5;61
23/03/2026;1400 UTC;0;25,1;54
23/03/2026;1500 UTC;0;25,4;54
23/03/2026;1600 UTC;0;26,3;50
23/03/2026;1700 UTC;0;27,3;40
23/03/2026;1800 UTC;0;24,8;71
23/03/2026;1900 UTC;0;23,6;74
23/03/2026;2000 UTC;0;22,5;74
23/03/2026;2100 UTC;0;21,3;81
23/03/2026;2200 UTC;0;20,7;85
23/03/2026;2300 UTC;0;20,3;88
24/03/2026;0000 UTC;0;20,1;89
24/03/2026;0100 UTC;0;19,9;91
24/03/2026;0200 UTC;0;19,3;92
24/03/2026;0300 UTC;0;18,9;94
24/03/2026;0400 UTC;0;18,7;94
24/03/2026;0500 UTC;0;18,2;96
24/03/2026;0600 UTC;0;18;96
24/03/2026;0700 UTC;0;18;94
24/03/2026;0800 UTC;0;17,7;94
24/03/2026;0900 UTC;0;17,9;95
24/03/2026;1000 UTC;,2;19,3;90
24/03/2026;1100 UTC;0;21,1;83
24/03/2026;1200 UTC;0;22,9;72
24/03/2026;1300 UTC;0;23,5;71
24/03/2026;1400 UTC;0;25;61
24/03/2026;1500 UTC;0;26,6;54
24/03/2026;1600 UTC;0;27,2;51
24/03/2026;1700 UTC;0;27,7;44
24/03/2026;1800 UTC;0;27,1;60
24/03/2026;1900 UTC;0;24,7;75
24/03/2026;2000 UTC;0;22,2;82
24/03/2026;2100 UTC;0;21,8;82
24/03/2026;2200 UTC;0;20,8;86
24/03/2026;2300 UTC;0;20,1;89
25/03/2026;0000 UTC;0;19,8;91
25/03/2026;0100 UTC;0;19,6;93
25/03/2026;0200 UTC;0;20,1;91
25/03/2026;0300 UTC;0;19,8;92
25/03/2026;0400 UTC;0;19,1;94
25/03/2026;0500 UTC;0;18,7;95
25/03/2026;0600 UTC;0;18,6;96
25/03/2026;0700 UTC;0;18,4;96
25/03/2026;0800 UTC;0;18,1;96
25/03/2026;0900 UTC;0;17,9;97
25/03/2026;1000 UTC;0;19,6;97
25/03/2026;1100 UTC;0;22,9;80
25/03/2026;1200 UTC;0;25,1;63
25/03/2026;1300 UTC;0;26,6;59
25/03/2026;1400 UTC;0;27,6;56
25/03/2026;1500 UTC;0;28,6;54
25/03/2026;1600 UTC;0;30;50
25/03/2026;1700 UTC;0;25,4;78
25/03/2026;1800 UTC;0;24,1;84
25/03/2026;1900 UTC;0;22,4;89
25/03/2026;2000 UTC;0;22,3;89
25/03/2026;2100 UTC;0;21,6;91
25/03/2026;2200 UTC;0;21,2;93
25/03/2026;2300 UTC;0;21,4;90
26/03/2026;0000 UTC;0;21;91
26/03/2026;0100 UTC;0;20,9;91
26/03/2026;0200 UTC;0;20,2;93
26/03/2026;0300 UTC;0;20,1;95
26/03/2026;0400 UTC;0;20;96
26/03/2026;0500 UTC;0;19,8;97
26/03/2026;0600 UTC;0;19,7;97
26/03/2026;0700 UTC;0;19,7;97
26/03/2026;0800 UTC;0;19,6;96
26/03/2026;0900 UTC;0;19,2;96
26/03/2026;1000 UTC;0;20,1;97
26/03/2026;1100 UTC;0;23;82
26/03/2026;1200 UTC;0;23,6;80
26/03/2026;1300 UTC;0;26,7;70
26/03/2026;1400 UTC;0;28,8;54
26/03/2026;1500 UTC;0;28,1;55
26/03/2026;1600 UTC;0;28,2;56
26/03/2026;1700 UTC;0;27,5;62
26/03/2026;1800 UTC;14,8;21,7;96
26/03/2026;1900 UTC;7,4;22,4;96
26/03/2026;2000 UTC;,8;22;95
26/03/2026;2100 UTC;,4;21,9;95
26/03/2026;2200 UTC;0;21,3;95
26/03/2026;2300 UTC;0;20,9;96
27/03/2026;0000 UTC;0;20,8;95
27/03/2026;0100 UTC;0;20,3;96
27/03/2026;0200 UTC;0;20,2;96
27/03/2026;0300 UTC;0;20,2;97
27/03/2026;0400 UTC;0;20;97
27/03/2026;0500 UTC;0;19,9;97
27/03/2026;0600 UTC;0;19,6;97
27/03/2026;0700 UTC;0;19,7;98
27/03/2026;0800 UTC;,2;19,6;97
27/03/2026;0900 UTC;0;19,4;97
27/03/2026;1000 UTC;0;19,6;98
27/03/2026;1100 UTC;0;20,8;96
27/03/2026;1200 UTC;0;22,8;82
27/03/2026;1300 UTC;0;25,4;68
27/03/2026;1400 UTC;0;26,8;60
27/03/2026;1500 UTC;,2;28,1;50
27/03/2026;1600 UTC;0;28,1;47
27/03/2026;1700 UTC;0;27,9;54
27/03/2026;1800 UTC;0;26,5;69
27/03/2026;1900 UTC;0;25,3;72
27/03/2026;2000 UTC;0;23,9;76
27/03/2026;2100 UTC;0;22,5;80
27/03/2026;2200 UTC;0;21,7;86
27/03/2026;2300 UTC;0;21,3;89
28/03/2026;0000 UTC;0;21,2;89
28/03/2026;0100 UTC;0;21;89
28/03/2026;0200 UTC;0;20,2;91
28/03/2026;0300 UTC;0;19,5;93
28/03/2026;0400 UTC;0;19,4;94
28/03/2026;0500 UTC;0;18,9;95
28/03/2026;0600 UTC;0;18,5;96
28/03/2026;0700 UTC;0;18,3;94
28/03/2026;0800 UTC;0;18,3;96
28/03/2026;0900 UTC;0;18,3;95
28/03/2026;1000 UTC;0;19,5;91
28/03/2026;1100 UTC;0;21,3;79
28/03/2026;1200 UTC;0;22,6;73
28/03/2026;1300 UTC;0;25,6;62
28/03/2026;1400 UTC;0;26,5;55
28/03/2026;1500 UTC;0;26,9;50
28/03/2026;1600 UTC;0;27,7;51
28/03/2026;1700 UTC;0;27,1;61
28/03/2026;1800 UTC;0;25,8;73
28/03/2026;1900 UTC;0;24;77
28/03/2026;2000 UTC;0;23;77
28/03/2026;2100 UTC;0;21,7;83
28/03/2026;2200 UTC;0;21;84
28/03/2026;2300 UTC;0;20,9;86
29/03/2026;0000 UTC;0;20,3;88
29/03/2026;0100 UTC;0;19,9;91
29/03/2026;0200 UTC;0;19,6;92
29/03/2026;0300 UTC;0;19,2;92
29/03/2026;0400 UTC;0;19,3;94
29/03/2026;0500 UTC;0;18,6;95
29/03/2026;0600 UTC;0;19,4;95
29/03/2026;0700 UTC;0;19,4;92
29/03/2026;0800 UTC;0;18,9;95
29/03/2026;0900 UTC;0;19;96
29/03/2026;1000 UTC;0;19,8;90
29/03/2026;1100 UTC;0;20,7;84
29/03/2026;1200 UTC;0;23;75
29/03/2026;1300 UTC;0;24,9;67
29/03/2026;1400 UTC;0;25,2;63
29/03/2026;1500 UTC;0;26,8;57
29/03/2026;1600 UTC;0;27,1;57
29/03/2026;1700 UTC;0;25,9;73
29/03/2026;1800 UTC;0;25,5;72
29/03/2026;1900 UTC;0;24,5;76
29/03/2026;2000 UTC;0;23,4;81
29/03/2026;2100 UTC;0;22,4;83
29/03/2026;2200 UTC;0;21,3;84
29/03/2026;2300 UTC;0;20,7;86
30/03/2026;0000 UTC;0;20,5;86
30/03/2026;0100 UTC;0;19,9;90
30/03/2026;0200 UTC;0;19,8;91
30/03/2026;0300 UTC;0;19,3;92
30/03/2026;0400 UTC;0;18,7;94
30/03/2026;0500 UTC;0;18,4;95
30/03/2026;0600 UTC;0;18,1;96
30/03/2026;0700 UTC;0;17,9;96
30/03/2026;0800 UTC;0;17,4;96
30/03/2026;0900 UTC;,2;17,5;96
30/03/2026;1000 UTC;0;18,8;93
30/03/2026;1100 UTC;0;20,8;81
30/03/2026;1200 UTC;0;21,5;80
30/03/2026;1300 UTC;0;22,9;76
30/03/2026;1400 UTC;0;24,5;73
30/03/2026;1500 UTC;0;24,4;71
30/03/2026;1600 UTC;0;24,9;71
30/03/2026;1700 UTC;0;23,4;76
30/03/2026;1800 UTC;0;23;77
30/03/2026;1900 UTC;0;22,6;76
30/03/2026;2000 UTC;0;21,3;80
30/03/2026;2100 UTC;0;20,4;86
30/03/2026;2200 UTC;0;19,9;87
30/03/2026;2300 UTC;0;19,9;88
31/03/2026;0000 UTC;0;19,2;89
31/03/2026;0100 UTC;0;19,2;93
31/03/2026;0200 UTC;0;19,2;93
31/03/2026;0300 UTC;0;19,2;91
31/03/2026;0400 UTC;0;19,2;92
31/03/2026;0500 UTC;,4;18,8;95
31/03/2026;0600 UTC;0;18,9;95
31/03/2026;0700 UTC;,2;19;95
31/03/2026;0800 UTC;1,2;18,5;94
31/03/2026;0900 UTC;,4;18,5;95
31/03/2026;1000 UTC;0;18,5;95
31/03/2026;1100 UTC;2;18;94
31/03/2026;1200 UTC;4,4;18,3;92
31/03/2026;1300 UTC;0;20,2;87
31/03/2026;1400 UTC;0;21,3;80
31/03/2026;1500 UTC;0;23,2;72
31/03/2026;1600 UTC;0;24;71
31/03/2026;1700 UTC;0;24,6;64
31/03/2026;1800 UTC;0;21,4;86
31/03/2026;1900 UTC;0;19,8;88
31/03/2026;2000 UTC;0;19,4;91
31/03/2026;2100 UTC;,2;18,7;95
31/03/2026;2200 UTC;,2;18,7;92
31/03/2026;2300 UTC;0;19;92
01/04/2026;0000 UTC;0;18,9;94
01/04/2026;0100 UTC;0;19,1;90
01/04/2026;0200 UTC;0;19,1;90
01/04/2026;0300 UTC;0;18,7;90
01/04/2026;0400 UTC;0;18,1;93
01/04/2026;0500 UTC;0;18;93
01/04/2026;0600 UTC;0;17,8;94
01/04/2026;0700 UTC;0;18,4;93
01/04/2026;0800 UTC;0;18,3;95
01/04/2026;0900 UTC;0;18,4;94
01/04/2026;1000 UTC;0;18,8;92
01/04/2026;1100 UTC;0;19,9;83
01/04/2026;1200 UTC;0;21,7;77
01/04/2026;1300 UTC;0;24;67
01/04/2026;1400 UTC;0;24,6;61
01/04/2026;1500 UTC;0;25,6;61
01/04/2026;1600 UTC;0;26,6;61
01/04/2026;1700 UTC;0;26,7;58
01/04/2026;1800 UTC;0;23,4;78
01/04/2026;1900 UTC;0;21,7;87
01/04/2026;2000 UTC;10,2;20,4;96
01/04/2026;2100 UTC;7,4;18,4;93
01/04/2026;2200 UTC;13,4;18,1;96
01/04/2026;2300 UTC;,2;18,5;94
02/04/2026;0000 UTC;0;18,1;96
02/04/2026;0100 UTC;0;19;95
02/04/2026;0200 UTC;0;19,3;95
02/04/2026;0300 UTC;0;19,5;96
02/04/2026;0400 UTC;0;19,5;94
02/04/2026;0500 UTC;0;19,6;93
02/04/2026;0600 UTC;0;19,7;92
02/04/2026;0700 UTC;,2;19,3;94
02/04/2026;0800 UTC;0;19;95
02/04/2026;0900 UTC;0;19,2;95
02/04/2026;1000 UTC;0;19,7;93
02/04/2026;1100 UTC;0;21,8;89
02/04/2026;1200 UTC;0;25;74
02/04/2026;1300 UTC;0;26;65
02/04/2026;1400 UTC;0;26,1;63
02/04/2026;1500 UTC;0;27,4;59
02/04/2026;1600 UTC;0;28,8;56
02/04/2026;1700 UTC;0;30,1;51
02/04/2026;1800 UTC;0;28;60
02/04/2026;1900 UTC;0;27,4;57
02/04/2026;2000 UTC;1,2;21,8;84
02/04/2026;2100 UTC;,8;19,6;93
02/04/2026;2200 UTC;0;20,1;90
02/04/2026;2300 UTC;0;20,5;88
03/04/2026;0000 UTC;0;20,9;87
03/04/2026;0100 UTC;0;20,3;86
03/04/2026;0200 UTC;0;20,6;84
03/04/2026;0300 UTC;0;20,8;85
03/04/2026;0400 UTC;0;20,9;85
03/04/2026;0500 UTC;0;20,3;86
03/04/2026;0600 UTC;0;20,2;89
03/04/2026;0700 UTC;0;19,9;90
03/04/2026;0800 UTC;0;19,4;92
03/04/2026;0900 UTC;,2;19;93
03/04/2026;1000 UTC;0;19,5;94
03/04/2026;1100 UTC;0;22,2;77
03/04/2026;1200 UTC;0;24,7;69
03/04/2026;1300 UTC;0;26,4;63
03/04/2026;1400 UTC;0;26,7;62
03/04/2026;1500 UTC;0;29;58
03/04/2026;1600 UTC;0;29,4;54
03/04/2026;1700 UTC;0;30,3;51
03/04/2026;1800 UTC;0;28,8;52
03/04/2026;1900 UTC;0;26,9;62
03/04/2026;2000 UTC;0;25,7;62
03/04/2026;2100 UTC;0;23,5;70
03/04/2026;2200 UTC;0;22,6;74
03/04/2026;2300 UTC;0;23;79
04/04/2026;0000 UTC;0;22,9;83
04/04/2026;0100 UTC;0;22,4;77
04/04/2026;0200 UTC;0;22,1;78
04/04/2026;0300 UTC;0;21,9;81
04/04/2026;0400 UTC;0;21;85
04/04/2026;0500 UTC;0;20,6;86
04/04/2026;0600 UTC;0;19,9;88
04/04/2026;0700 UTC;0;19,4;91
04/04/2026;0800 UTC;0;19,4;93
04/04/2026;0900 UTC;0;19;94
04/04/2026;1000 UTC;0;20,4;90
04/04/2026;1100 UTC;0;23;76
04/04/2026;1200 UTC;0;24,7;69
04/04/2026;1300 UTC;0;26,7;66
04/04/2026;1400 UTC;0;27,8;59
04/04/2026;1500 UTC;0;29,5;55
04/04/2026;1600 UTC;0;30,4;47
04/04/2026;1700 UTC;0;25,8;67
04/04/2026;1800 UTC;,8;23,3;82
04/04/2026;1900 UTC;0;24;74
04/04/2026;2000 UTC;,4;22,2;89
04/04/2026;2100 UTC;,2;21,9;92
04/04/2026;2200 UTC;0;21,4;93
04/04/2026;2300 UTC;0;21,2;94
05/04/2026;0000 UTC;,2;21,7;94
05/04/2026;0100 UTC;0;21,6;87
05/04/2026;0200 UTC;0;21;86
05/04/2026;0300 UTC;0;21,4;85
05/04/2026;0400 UTC;0;21;86
05/04/2026;0500 UTC;0;20,6;88
05/04/2026;0600 UTC;0;20,5;88
05/04/2026;0700 UTC;0;20;90
05/04/2026;0800 UTC;0;19,4;93
05/04/2026;0900 UTC;0;19,5;96
05/04/2026;1000 UTC;0;20;96
05/04/2026;1100 UTC;0;22,9;84
05/04/2026;1200 UTC;0;23,5;79
05/04/2026;1300 UTC;0;23,6;80
05/04/2026;1400 UTC;0;23,8;78
05/04/2026;1500 UTC;0;24,5;78
05/04/2026;1600 UTC;0;25,1;72
05/04/2026;1700 UTC;0;25,9;70
05/04/2026;1800 UTC;0;24,8;74
05/04/2026;1900 UTC;0;24,1;77
05/04/2026;2000 UTC;0;23,3;79
05/04/2026;2100 UTC;0;21,9;87
05/04/2026;2200 UTC;0;21,3;90
05/04/2026;2300 UTC;0;21,3;87
06/04/2026;0000 UTC;0;21,3;87
06/04/2026;0100 UTC;0;21,1;90
06/04/2026;0200 UTC;0;20,7;92
06/04/2026;0300 UTC;0;20,4;93
06/04/2026;0400 UTC;0;19,8;93
06/04/2026;0500 UTC;0;19,4;94
06/04/2026;0600 UTC;0;19,1;93
06/04/2026;0700 UTC;0;19;94
06/04/2026;0800 UTC;0;18,9;94
06/04/2026;0900 UTC;0;18,9;95
06/04/2026;1000 UTC;0;20;89
06/04/2026;1100 UTC;0;21,9;82
06/04/2026;1200 UTC;0;23,8;73
06/04/2026;1300 UTC;0;24;73
06/04/2026;1400 UTC;0;25,1;71
06/04/2026;1500 UTC;0;25,6;71
06/04/2026;1600 UTC;0;26;72
06/04/2026;1700 UTC;0;25,3;73
06/04/2026;1800 UTC;0;24,7;77
