REGIAO:;SE;;;
06/04/2026;1900 UTC;0;23,6;82
06/04/2026;2000 UTC;0;22,7;86
06/04/2026;2100 UTC;0;21,9;88
06/04/2026;2200 UTC;0;21,6;90
06/04/2026;2300 UTC;0;21,7;90
07/04/2026;0000 UTC;0;21,6;89
07/04/2026;0100 UTC;0;21,4;89
07/04/2026;0200 UTC;0;21,1;90
07/04/2026;0300 UTC;0;20,7;91
07/04/2026;0400 UTC;0;20,9;91
07/04/2026;0500 UTC;1,4;20,4;93
07/04/2026;0600 UTC;0;20,1;96
07/04/2026;0700 UTC;,2;20,2;96
07/04/2026;0800 UTC;0;20,2;96
07/04/2026;0900 UTC;0;20,3;96
07/04/2026;1000 UTC;,4;21;96
07/04/2026;1100 UTC;0;21,2;92
07/04/2026;1200 UTC;0;22,8;84
07/04/2026;1300 UTC;0;22,8;86
07/04/2026;1400 UTC;0;24,3;80
07/04/2026;1500 UTC;0;27,6;70
07/04/2026;1600 UTC;0;28,4;63
07/04/2026;1700 UTC;0;27,3;66
07/04/2026;1800 UTC;0;28,3;58
07/04/2026;1900 UTC;8,2;20;93
07/04/2026;2000 UTC;,6;22;95
07/04/2026;2100 UTC;0;21,8;88
07/04/2026;2200 UTC;0;21,4;91
07/04/2026;2300 UTC;0;21,1;91
08/04/2026;0000 UTC;0;21,3;90
08/04/2026;0100 UTC;0;20,6;94
08/04/2026;0200 UTC;0;20,4;94
08/04/2026;0300 UTC;0;19,9;95
08/04/2026;0400 UTC;0;19,9;95
08/04/2026;0500 UTC;0;20;94
08/04/2026;0600 UTC;0;19,8;96
08/04/2026;0700 UTC;0;20,4;93
08/04/2026;0800 UTC;0;20,2;93
08/04/2026;0900 UTC;0;21,5;87
08/04/2026;1000 UTC;0;21;88
08/04/2026;1100 UTC;0;21,7;85
08/04/2026;1200 UTC;0;23,6;75
08/04/2026;1300 UTC;0;23,9;70
08/04/2026;1400 UTC;0;23,6;72
08/04/2026;1500 UTC;0;24,6;66
08/04/2026;1600 UTC;0;24,9;62
08/04/2026;1700 UTC;0;24,5;64
08/04/2026;1800 UTC;0;24,1;71
08/04/2026;1900 UTC;0;24,1;74
08/04/2026;2000 UTC;0;23,9;69
08/04/2026;2100 UTC;0;23,8;72
08/04/2026;2200 UTC;0;23,3;74
08/04/2026;2300 UTC;0;22,3;79
09/04/2026;0000 UTC;0;21,9;81
09/04/2026;0100 UTC;0;21,9;81
09/04/2026;0200 UTC;0;21,8;83
09/04/2026;0300 UTC;0;21,6;87
09/04/2026;0400 UTC;0;22,1;85
09/04/2026;0500 UTC;0;21,9;85
09/04/2026;0600 UTC;0;21,6;85
09/04/2026;0700 UTC;0;21,5;85
09/04/2026;0800 UTC;0;21,5;84
09/04/2026;0900 UTC;0;21,3;85
09/04/2026;1000 UTC;0;21;86
09/04/2026;1100 UTC;0;21,4;84
09/04/2026;1200 UTC;0;22,2;80
09/04/2026;1300 UTC;0;23,4;74
09/04/2026;1400 UTC;0;23,8;72
09/04/2026;1500 UTC;0;23,9;74
09/04/2026;1600 UTC;0;23,7;78
09/04/2026;1700 UTC;0;22,4;81
09/04/2026;1800 UTC;0;22;79
09/04/2026;1900 UTC;0;21,8;81
09/04/2026;2000 UTC;0;20,8;84
09/04/2026;2100 UTC;0;19,2;84
09/04/2026;2200 UTC;0;19,2;81
09/04/2026;2300 UTC;0;18,9;87
10/04/2026;0000 UTC;0;19,1;86
10/04/2026;0100 UTC;0;19,2;85
10/04/2026;0200 UTC;0;19,2;89
10/04/2026;0300 UTC;0;19;90
10/04/2026;0400 UTC;0;18,9;90
10/04/2026;0500 UTC;0;18,6;90
10/04/2026;0600 UTC;0;18,4;90
10/04/2026;0700 UTC;0;18,1;88
10/04/2026;0800 UTC;0;18;90
10/04/2026;0900 UTC;0;17,9;90
10/04/2026;1000 UTC;0;17,9;90
10/04/2026;1100 UTC;0;18,3;87
10/04/2026;1200 UTC;0;19;82
10/04/2026;1300 UTC;0;19,7;77
10/04/2026;1400 UTC;0;19,6;77
10/04/2026;1500 UTC;,6;17,5;90
10/04/2026;1600 UTC;0;17,1;82
10/04/2026;1700 UTC;8;16,4;93
10/04/2026;1800 UTC;,8;16,4;91
10/04/2026;1900 UTC;,6;16,3;90
10/04/2026;2000 UTC;,4;16,1;90
10/04/2026;2100 UTC;0;16,2;87
10/04/2026;2200 UTC;0;16,4;87
10/04/2026;2300 UTC;0;16,7;86
11/04/2026;0000 UTC;0;17,1;84
11/04/2026;0100 UTC;0;17;84
11/04/2026;0200 UTC;0;16,6;85
11/04/2026;0300 UTC;0;16;91
11/04/2026;0400 UTC;0;16,3;88
11/04/2026;0500 UTC;0;16;91
11/04/2026;0600 UTC;0;16,1;90
11/04/2026;0700 UTC;0;15,8;92
11/04/2026;0800 UTC;0;15,5;93
11/04/2026;0900 UTC;0;15,5;92
11/04/2026;1000 UTC;0;16,7;85
11/04/2026;1100 UTC;0;18,2;77
11/04/2026;1200 UTC;0;20,2;68
11/04/2026;1300 UTC;0;21,2;58
11/04/2026;1400 UTC;0;22,1;57
11/04/2026;1500 UTC;0;22,3;63
11/04/2026;1600 UTC;0;22,5;65
11/04/2026;1700 UTC;0;21,9;66
11/04/2026;1800 UTC;0;21,7;62
11/04/2026;1900 UTC;0;20,8;72
11/04/2026;2000 UTC;0;19,3;78
11/04/2026;2100 UTC;0;18,3;84
11/04/2026;2200 UTC;0;18;88
11/04/2026;2300 UTC;0;17,8;88
12/04/2026;0000 UTC;0;17,8;88
12/04/2026;0100 UTC;0;17,9;88
12/04/2026;0200 UTC;0;17,5;86
12/04/2026;0300 UTC;0;17,4;87
12/04/2026;0400 UTC;0;16,6;91
12/04/2026;0500 UTC;0;15,9;92
12/04/2026;0600 UTC;0;16,1;91
12/04/2026;0700 UTC;0;15,8;90
12/04/2026;0800 UTC;0;16;90
12/04/2026;0900 UTC;0;15,9;89
12/04/2026;1000 UTC;0;16,7;85
12/04/2026;1100 UTC;0;18,1;80
12/04/2026;1200 UTC;0;20,1;72
12/04/2026;1300 UTC;0;21,3;65
12/04/2026;1400 UTC;0;23,2;62
12/04/2026;1500 UTC;0;24,2;58
12/04/2026;1600 UTC;0;24,8;53
12/04/2026;1700 UTC;0;24,3;62
12/04/2026;1800 UTC;0;22,6;77
12/04/2026;1900 UTC;0;21,3;81
12/04/2026;2000 UTC;0;20,3;83
12/04/2026;2100 UTC;0;19,5;83
12/04/2026;2200 UTC;0;19;83
12/04/2026;2300 UTC;0;18,8;84
13/04/2026;0000 UTC;0;19;86
13/04/2026;0100 UTC;0;18,5;87
13/04/2026;0200 UTC;0;17,4;91
13/04/2026;0300 UTC;0;17,2;94
13/04/2026;0400 UTC;0;17,7;92
13/04/2026;0500 UTC;0;18;90
13/04/2026;0600 UTC;0;17,8;90
13/04/2026;0700 UTC;0;18,2;90
13/04/2026;0800 UTC;0;18,1;88
13/04/2026;0900 UTC;0;17,7;90
13/04/2026;1000 UTC;0;18,3;88
13/04/2026;1100 UTC;0;20,1;80
13/04/2026;1200 UTC;0;21,2;74
13/04/2026;1300 UTC;0;22,5;73
13/04/2026;1400 UTC;0;24,1;66
13/04/2026;1500 UTC;0;24,3;61
13/04/2026;1600 UTC;0;25;59
13/04/2026;1700 UTC;0;25,2;65
13/04/2026;1800 UTC;0;24,7;62
13/04/2026;1900 UTC;0;23;75
13/04/2026;2000 UTC;0;22;82
13/04/2026;2100 UTC;0;20,6;87
13/04/2026;2200 UTC;0;19,6;87
13/04/2026;2300 UTC;0;19,6;88
14/04/2026;0000 UTC;0;19,2;90
14/04/2026;0100 UTC;0;19;91
14/04/2026;0200 UTC;0;18,8;91
14/04/2026;0300 UTC;0;18,3;93
14/04/2026;0400 UTC;0;18,4;91
14/04/2026;0500 UTC;0;18,1;92
14/04/2026;0600 UTC;0;18,1;88
14/04/2026;0700 UTC;0;17,9;92
14/04/2026;0800 UTC;0;17,4;92
14/04/2026;0900 UTC;0;17,1;95
14/04/2026;1000 UTC;0;17,4;95
14/04/2026;1100 UTC;0;18,3;89
14/04/2026;1200 UTC;0;19,8;79
14/04/2026;1300 UTC;0;21,4;66
14/04/2026;1400 UTC;0;22,6;67
14/04/2026;1500 UTC;0;23,6;61
14/04/2026;1600 UTC;0;24;60
14/04/2026;1700 UTC;0;24;63
14/04/2026;1800 UTC;0;22,9;70
14/04/2026;1900 UTC;0;21,3;77
14/04/2026;2000 UTC;0;19,8;80
14/04/2026;2100 UTC;0;19;86
14/04/2026;2200 UTC;0;18,2;85
14/04/2026;2300 UTC;0;17,6;84
15/04/2026;0000 UTC;0;17,3;90
15/04/2026;0100 UTC;0;17,5;88
15/04/2026;0200 UTC;0;17,4;90
15/04/2026;0300 UTC;0;17;91
15/04/2026;0400 UTC;0;16,5;93
15/04/2026;0500 UTC;0;16,1;93
15/04/2026;0600 UTC;0;16,3;90
15/04/2026;0700 UTC;0;16;91
15/04/2026;0800 UTC;0;15,6;92
15/04/2026;0900 UTC;0;16;88
15/04/2026;1000 UTC;0;16,8;84
15/04/2026;1100 UTC;0;19,1;78
15/04/2026;1200 UTC;0;20,7;68
15/04/2026;1300 UTC;0;22,2;58
15/04/2026;1400 UTC;0;23,2;53
15/04/2026;1500 UTC;0;24,1;50
15/04/2026;1600 UTC;0;24,9;50
15/04/2026;1700 UTC;0;24,2;62
15/04/2026;1800 UTC;0;23,5;69
15/04/2026;1900 UTC;0;22,6;75
15/04/2026;2000 UTC;0;21;80
15/04/2026;2100 UTC;0;19,5;84
15/04/2026;2200 UTC;0;19,1;87
15/04/2026;2300 UTC;0;18,9;88
16/04/2026;0000 UTC;0;18,8;86
16/04/2026;0100 UTC;0;18,7;86
16/04/2026;0200 UTC;0;18,8;86
16/04/2026;0300 UTC;0;19,1;85
16/04/2026;0400 UTC;0;17,9;90
16/04/2026;0500 UTC;0;17,3;92
16/04/2026;0600 UTC;0;16,9;94
16/04/2026;0700 UTC;0;16,5;95
16/04/2026;0800 UTC;0;16,2;95
16/04/2026;0900 UTC;0;16,8;91
16/04/2026;1000 UTC;0;17,1;89
16/04/2026;1100 UTC;0;19,6;80
16/04/2026;1200 UTC;0;20,5;75
16/04/2026;1300 UTC;0;22;66
16/04/2026;1400 UTC;0;23,5;60
16/04/2026;1500 UTC;0;24,7;52
16/04/2026;1600 UTC;0;25,4;51
16/04/2026;1700 UTC;0;25;64
16/04/2026;1800 UTC;0;23,5;72
16/04/2026;1900 UTC;0;22,1;79
16/04/2026;2000 UTC;0;20,8;84
16/04/2026;2100 UTC;0;19,8;87
16/04/2026;2200 UTC;0;19;90
16/04/2026;2300 UTC;0;18,5;93
17/04/2026;0000 UTC;0;18;94
17/04/2026;0100 UTC;0;18,1;96
17/04/2026;0200 UTC;0;17,9;96
17/04/2026;0300 UTC;0;18;96
17/04/2026;0400 UTC;0;18;97
17/04/2026;0500 UTC;0;17,5;96
17/04/2026;0600 UTC;0;17,3;97
17/04/2026;0700 UTC;,2;17,7;97
17/04/2026;0800 UTC;0;17,4;97
17/04/2026;0900 UTC;0;17,4;97
17/04/2026;1000 UTC;0;17,9;96
17/04/2026;1100 UTC;0;19,6;86
17/04/2026;1200 UTC;0;23,2;70
17/04/2026;1300 UTC;0;25,1;56
17/04/2026;1400 UTC;0;27;48
17/04/2026;1500 UTC;0;28;48
17/04/2026;1600 UTC;0;28,5;43
17/04/2026;1700 UTC;0;28,4;46
17/04/2026;1800 UTC;0;29,9;43
17/04/2026;1900 UTC;0;28,3;49
17/04/2026;2000 UTC;0;25,4;67
17/04/2026;2100 UTC;0;23,5;69
17/04/2026;2200 UTC;0;22,1;75
17/04/2026;2300 UTC;0;21,8;74
18/04/2026;0000 UTC;0;22,7;68
18/04/2026;0100 UTC;0;22,8;69
18/04/2026;0200 UTC;0;22,3;72
18/04/2026;0300 UTC;0;21,9;74
18/04/2026;0400 UTC;0;21;80
18/04/2026;0500 UTC;0;20,7;74
18/04/2026;0600 UTC;0;20,8;72
18/04/2026;0700 UTC;0;19,8;83
18/04/2026;0800 UTC;0;20,3;80
18/04/2026;0900 UTC;0;19,9;81
18/04/2026;1000 UTC;0;20,2;79
18/04/2026;1100 UTC;0;21,6;76
18/04/2026;1200 UTC;0;23,7;65
18/04/2026;1300 UTC;0;25,2;61
18/04/2026;1400 UTC;0;27,3;55
18/04/2026;1500 UTC;0;24,8;66
18/04/2026;1600 UTC;0;23,4;77
18/04/2026;1700 UTC;0;28,7;54
18/04/2026;1800 UTC;0;27,6;55
18/04/2026;1900 UTC;0;25,6;64
18/04/2026;2000 UTC;0;25,4;66
18/04/2026;2100 UTC;0;22,3;91
18/04/2026;2200 UTC;0;21,7;93
18/04/2026;2300 UTC;0;21,1;95
19/04/2026;0000 UTC;0;20,3;95
19/04/2026;0100 UTC;0;20;96
19/04/2026;0200 UTC;0;19,5;94
19/04/2026;0300 UTC;0;19,5;92
19/04/2026;0400 UTC;0;19,8;93
19/04/2026;0500 UTC;0;19,5;93
19/04/2026;0600 UTC;0;18,2;91
19/04/2026;0700 UTC;0;17,3;94
19/04/2026;0800 UTC;0;16,9;92
19/04/2026;0900 UTC;0;16,8;94
19/04/2026;1000 UTC;0;17,6;93
19/04/2026;1100 UTC;,2;18,9;88
19/04/2026;1200 UTC;0;20,5;77
19/04/2026;1300 UTC;0;21,9;67
19/04/2026;1400 UTC;0;22,9;61
19/04/2026;1500 UTC;0;23,4;57
19/04/2026;1600 UTC;0;24,2;51
19/04/2026;1700 UTC;0;24,6;55
19/04/2026;1800 UTC;0;24,2;63
19/04/2026;1900 UTC;0;23,1;71
19/04/2026;2000 UTC;0;21,3;79
19/04/2026;2100 UTC;0;19,8;85
19/04/2026;2200 UTC;0;19;89
19/04/2026;2300 UTC;0;19,1;86
20/04/2026;0000 UTC;0;18,6;90
20/04/2026;0100 UTC;0;18,3;90
20/04/2026;0200 UTC;0;18,7;90
20/04/2026;0300 UTC;0;18;91
20/04/2026;0400 UTC;0;17,7;91
20/04/2026;0500 UTC;0;17,3;86
20/04/2026;0600 UTC;0;16,7;92
20/04/2026;0700 UTC;0;16,2;94
20/04/2026;0800 UTC;0;15,9;94
20/04/2026;0900 UTC;0;15,2;93
20/04/2026;1000 UTC;0;16,2;94
20/04/2026;1100 UTC;0;18,9;78
20/04/2026;1200 UTC;0;20,2;72
20/04/2026;1300 UTC;0;21;65
20/04/2026;1400 UTC;0;21,8;62
20/04/2026;1500 UTC;0;22,5;58
20/04/2026;1600 UTC;0;22,5;57
20/04/2026;1700 UTC;0;22,7;58
20/04/2026;1800 UTC;0;22,9;60
20/04/2026;1900 UTC;0;21,8;59
20/04/2026;2000 UTC;0;20,3;63
20/04/2026;2100 UTC;0;19;69
20/04/2026;2200 UTC;0;17,8;82
20/04/2026;2300 UTC;0;17,1;86
21/04/2026;0000 UTC;0;17,1;89
21/04/2026;0100 UTC;0;16,7;91
21/04/2026;0200 UTC;0;16,4;92
21/04/2026;0300 UTC;0;16,5;93
21/04/2026;0400 UTC;0;16,6;93
21/04/2026;0500 UTC;0;16,3;91
21/04/2026;0600 UTC;0;15,7;93
21/04/2026;0700 UTC;0;15,3;93
21/04/2026;0800 UTC;0;14,8;91
21/04/2026;0900 UTC;0;14,3;94
21/04/2026;1000 UTC;0;15,2;94
21/04/2026;1100 UTC;,2;17,4;83
21/04/2026;1200 UTC;0;18,6;77
21/04/2026;1300 UTC;0;20,8;69
21/04/2026;1400 UTC;0;21,4;66
21/04/2026;1500 UTC;0;21,6;65
21/04/2026;1600 UTC;0;22,3;63
21/04/2026;1700 UTC;0;22,5;64
21/04/2026;1800 UTC;0;22,1;64
21/04/2026;1900 UTC;0;21;71
21/04/2026;2000 UTC;0;19,8;75
21/04/2026;2100 UTC;0;18,4;80
21/04/2026;2200 UTC;0;17,4;87
21/04/2026;2300 UTC;0;17,3;86
22/04/2026;0000 UTC;0;17,5;86
22/04/2026;0100 UTC;0;17,3;87
22/04/2026;0200 UTC;0;17,1;88
22/04/2026;0300 UTC;0;17,2;88
22/04/2026;0400 UTC;0;16,6;90
22/04/2026;0500 UTC;0;16,4;92
22/04/2026;0600 UTC;0;15,6;94
22/04/2026;0700 UTC;0;15,3;95
22/04/2026;0800 UTC;0;15;95
22/04/2026;0900 UTC;0;14,7;96
22/04/2026;1000 UTC;0;15,2;97
22/04/2026;1100 UTC;0;18;81
22/04/2026;1200 UTC;0;19,5;72
22/04/2026;1300 UTC;0;20,9;68
22/04/2026;1400 UTC;0;22,4;63
22/04/2026;1500 UTC;0;22,5;65
22/04/2026;1600 UTC;0;23,1;67
22/04/2026;1700 UTC;0;23;69
22/04/2026;1800 UTC;0;22,1;76
22/04/2026;1900 UTC;0;20,9;80
22/04/2026;2000 UTC;0;19,6;85
22/04/2026;2100 UTC;0;19;85
22/04/2026;2200 UTC;0;18,4;89
22/04/2026;2300 UTC;0;18,3;90
23/04/2026;0000 UTC;0;17,4;91
23/04/2026;0100 UTC;0;17,3;92
23/04/2026;0200 UTC;0;17,1;91
23/04/2026;0300 UTC;0;17,7;92
23/04/2026;0400 UTC;0;17,9;93
23/04/2026;0500 UTC;0;18,2;92
23/04/2026;0600 UTC;0;18,3;91
23/04/2026;0700 UTC;0;18,2;92
23/04/2026;0800 UTC;0;17,9;93
23/04/2026;0900 UTC;0;17,3;92
23/04/2026;1000 UTC;0;17,8;92
23/04/2026;1100 UTC;0;19,1;86
23/04/2026;1200 UTC;0;20,5;75
23/04/2026;1300 UTC;0;21;75
23/04/2026;1400 UTC;0;22,3;70
23/04/2026;1500 UTC;0;23,7;63
23/04/2026;1600 UTC;0;23,6;67
23/04/2026;1700 UTC;0;23,1;72
23/04/2026;1800 UTC;0;21,9;77
23/04/2026;1900 UTC;0;21,1;79
23/04/2026;2000 UTC;0;19,9;84
23/04/2026;2100 UTC;0;19,4;85
23/04/2026;2200 UTC;0;19;87
23/04/2026;2300 UTC;0;18,7;88
24/04/2026;0000 UTC;0;18,7;89
24/04/2026;0100 UTC;0;18,9;89
24/04/2026;0200 UTC;0;18,5;89
24/04/2026;0300 UTC;0;17,9;89
24/04/2026;0400 UTC;0;17,8;91
24/04/2026;0500 UTC;0;18,1;91
24/04/2026;0600 UTC;0;18,2;91
24/04/2026;0700 UTC;0;18,2;90
24/04/2026;0800 UTC;0;18;91
24/04/2026;0900 UTC;0;17,7;92
24/04/2026;1000 UTC;0;18,2;87
24/04/2026;1100 UTC;0;19,6;80
24/04/2026;1200 UTC;0;20,8;74
24/04/2026;1300 UTC;0;22,9;66
24/04/2026;1400 UTC;0;24,4;59
24/04/2026;1500 UTC;0;25,5;54
24/04/2026;1600 UTC;0;25,3;53
24/04/2026;1700 UTC;0;25,6;53
24/04/2026;1800 UTC;0;24,4;68
24/04/2026;1900 UTC;0;23,6;73
24/04/2026;2000 UTC;0;22,2;82
24/04/2026;2100 UTC;0;20,8;88
24/04/2026;2200 UTC;0;19,7;92
24/04/2026;2300 UTC;0;19,2;93
25/04/2026;0000 UTC;0;18,6;95
25/04/2026;0100 UTC;0;18,9;96
25/04/2026;0200 UTC;0;18,7;96
25/04/2026;0300 UTC;0;18,5;97
25/04/2026;0400 UTC;0;18,6;97
25/04/2026;0500 UTC;0;19;88
25/04/2026;0600 UTC;0;19;85
25/04/2026;0700 UTC;0;19,2;84
25/04/2026;0800 UTC;0;18,7;86
25/04/2026;0900 UTC;0;18,2;89
25/04/2026;1000 UTC;0;18;90
25/04/2026;1100 UTC;,2;20,9;77
25/04/2026;1200 UTC;0;23,7;62
25/04/2026;1300 UTC;0;25,7;58
25/04/2026;1400 UTC;0;26,6;56
25/04/2026;1500 UTC;0;28,1;54
25/04/2026;1600 UTC;0;28,8;49
25/04/2026;1700 UTC;0;28,7;46
25/04/2026;1800 UTC;0;29,2;45
25/04/2026;1900 UTC;0;28,9;45
25/04/2026;2000 UTC;0;27,2;51
25/04/2026;2100 UTC;0;25,3;57
25/04/2026;2200 UTC;0;23,2;65
25/04/2026;2300 UTC;0;23,1;67
26/04/2026;0000 UTC;0;22,4;70
26/04/2026;0100 UTC;0;21,9;74
26/04/2026;0200 UTC;0;21,2;80
26/04/2026;0300 UTC;0;20,7;81
26/04/2026;0400 UTC;0;20,4;83
26/04/2026;0500 UTC;0;19,5;85
26/04/2026;0600 UTC;0;19,8;83
26/04/2026;0700 UTC;0;18,9;91
26/04/2026;0800 UTC;0;18,5;93
26/04/2026;0900 UTC;0;18,5;93
26/04/2026;1000 UTC;0;18,9;93
26/04/2026;1100 UTC;0;21,8;74
26/04/2026;1200 UTC;0;24,5;61
26/04/2026;1300 UTC;0;26;58
26/04/2026;1400 UTC;0;27,6;53
26/04/2026;1500 UTC;0;28,3;51
26/04/2026;1600 UTC;0;29,1;46
26/04/2026;1700 UTC;0;29,2;46
26/04/2026;1800 UTC;0;29,9;45
26/04/2026;1900 UTC;0;29,5;44
26/04/2026;2000 UTC;0;28,5;48
26/04/2026;2100 UTC;0;26;58
26/04/2026;2200 UTC;0;24,3;64
26/04/2026;2300 UTC;0;24,5;62
27/04/2026;0000 UTC;0;24,7;62
27/04/2026;0100 UTC;0;23;69
27/04/2026;0200 UTC;0;22,5;72
27/04/2026;0300 UTC;0;20,6;90
27/04/2026;0400 UTC;0;20,7;91
27/04/2026;0500 UTC;0;20,2;94
27/04/2026;0600 UTC;0;20,4;93
27/04/2026;0700 UTC;0;20;95
27/04/2026;0800 UTC;0;20;95
27/04/2026;0900 UTC;0;19,9;94
27/04/2026;1000 UTC;0;20,7;95
27/04/2026;1100 UTC;0;21,5;88
27/04/2026;1200 UTC;0;22,8;77
27/04/2026;1300 UTC;0;23,7;71
27/04/2026;1400 UTC;0;24,7;71
27/04/2026;1500 UTC;0;26,2;64
27/04/2026;1600 UTC;0;26,1;64
27/04/2026;1700 UTC;0;26,6;60
27/04/2026;1800 UTC;0;24,6;69
27/04/2026;1900 UTC;0;24,2;71
27/04/2026;2000 UTC;0;23,9;74
27/04/2026;2100 UTC;0;22;90
27/04/2026;2200 UTC;0;20,8;93
27/04/2026;2300 UTC;0;20,2;94
28/04/2026;0000 UTC;0;19,5;94
28/04/2026;0100 UTC;0;19,2;93
28/04/2026;0200 UTC;0;19,3;94
28/04/2026;0300 UTC;0;19,4;92
28/04/2026;0400 UTC;0;19,6;86
28/04/2026;0500 UTC;0;19,1;93
28/04/2026;0600 UTC;0;18,9;95
28/04/2026;0700 UTC;0;19,4;94
28/04/2026;0800 UTC;0;19,6;93
28/04/2026;0900 UTC;0;19,7;92
28/04/2026;1000 UTC;0;18,4;95
28/04/2026;1100 UTC;0;18,4;96
28/04/2026;1200 UTC;0;19,9;94
28/04/2026;1300 UTC;0;21,6;85
28/04/2026;1400 UTC;0;23,1;80
28/04/2026;1500 UTC;0;23,6;77
28/04/2026;1600 UTC;0;22,9;81
28/04/2026;1700 UTC;0;22,6;83
28/04/2026;1800 UTC;0;22;85
28/04/2026;1900 UTC;0;21,1;89
28/04/2026;2000 UTC;0;20,3;93
28/04/2026;2100 UTC;0;20,2;92
28/04/2026;2200 UTC;0;20,1;92
28/04/2026;2300 UTC;0;20;93
29/04/2026;0000 UTC;0;19,9;92
29/04/2026;0100 UTC;0;19,6;93
29/04/2026;0200 UTC;0;19,7;91
29/04/2026;0300 UTC;0;19,7;92
29/04/2026;0400 UTC;0;19,8;92
29/04/2026;0500 UTC;0;19,5;93
29/04/2026;0600 UTC;0;19,6;94
29/04/2026;0700 UTC;0;19,6;92
29/04/2026;0800 UTC;0;19,7;92
29/04/2026;0900 UTC;0;19,6;91
29/04/2026;1000 UTC;0;19,9;92
29/04/2026;1100 UTC;0;20,4;90
29/04/2026;1200 UTC;0;22,4;83
29/04/2026;1300 UTC;0;24,6;76
29/04/2026;1400 UTC;0;26,1;67
29/04/2026;1500 UTC;0;28,4;57
29/04/2026;1600 UTC;0;29,3;54
29/04/2026;1700 UTC;0;21,1;90
29/04/2026;1800 UTC;0;20,2;87
29/04/2026;1900 UTC;0;18,6;87
29/04/2026;2000 UTC;0;17,5;90
29/04/2026;2100 UTC;0;17,1;93
29/04/2026;2200 UTC;0;17,7;94
29/04/2026;2300 UTC;0;17,7;93
30/04/2026;0000 UTC;0;17,7;95
30/04/2026;0100 UTC;,2;17,7;91
30/04/2026;0200 UTC;0;17,9;90
30/04/2026;0300 UTC;0;18,5;87
30/04/2026;0400 UTC;,6;17,6;93
30/04/2026;0500 UTC;,2;17,3;94
30/04/2026;0600 UTC;0;17,2;94
30/04/2026;0700 UTC;,6;17,1;95
30/04/2026;0800 UTC;,8;17,1;96
30/04/2026;0900 UTC;,2;17,2;96
30/04/2026;1000 UTC;0;17,7;95
30/04/2026;1100 UTC;0;19,1;90
30/04/2026;1200 UTC;0;20,8;81
30/04/2026;1300 UTC;0;22;73
30/04/2026;1400 UTC;0;23,7;68
30/04/2026;1500 UTC;0;23,9;72
30/04/2026;1600 UTC;0;23,2;76
30/04/2026;1700 UTC;0;22,1;79
30/04/2026;1800 UTC;0;20,8;83
30/04/2026;1900 UTC;0;19,8;83
30/04/2026;2000 UTC;0;19,4;84
30/04/2026;2100 UTC;0;19,3;84
30/04/2026;2200 UTC;0;18,8;87
30/04/2026;2300 UTC;0;18,4;93